Tested,Results,Files
flickr_shorts_2806710650_e201acd913_4,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","['2021613437_d99731f986.jpg', '3238951136_2a99f1a1a8.jpg', '3027397797_4f1d305ced.jpg', '2698666984_13e17236ae.jpg', '279728508_6bd7281f3c.jpg', '2064790732_219e52e19c.jpg', '2445283938_ff477c7952.jpg', '241031254_0c6f30e3d1.jpg', '1174629344_a2e1a2bdbf.jpg', '311146855_0b65fdb169.jpg']"
flickr_shorts_3027397797_4f1d305ced_1,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['3238951136_2a99f1a1a8.jpg', '241031254_0c6f30e3d1.jpg', '2718024196_3ff660416a.jpg', '3138399980_d6ab8b2272.jpg', '2884420269_225d27f242.jpg', '2484190118_e89363c465.jpg', '1348304997_afe60a61df.jpg', '311146855_0b65fdb169.jpg', '3052196390_c59dd24ca8.jpg', '1317292658_ba29330a0b.jpg']"
flickr_shorts_3027397797_4f1d305ced_3,"[0, 0, 0, 1, 1, 0, 1, 1, 0, 0]","['311146855_0b65fdb169.jpg', '2021613437_d99731f986.jpg', '2698666984_13e17236ae.jpg', '3238951136_2a99f1a1a8.jpg', '3027397797_4f1d305ced.jpg', '2064790732_219e52e19c.jpg', '3544793763_b38546a5e8.jpg', '3430607596_7e4f74e3ff.jpg', '3154641421_d1b9b8c24c.jpg', '3052196390_c59dd24ca8.jpg']"
flickr_shorts_309687244_4bdf3b591f_2,"[1, 1, 1, 0, 1, 0, 1, 0, 1, 0]","['3430607596_7e4f74e3ff.jpg', '3238951136_2a99f1a1a8.jpg', '1298295313_db1f4c6522.jpg', '1317292658_ba29330a0b.jpg', '2533642917_a5eace85e6.jpg', '2064790732_219e52e19c.jpg', '2505988632_9541f15583.jpg', '2844018783_524b08e5aa.jpg', '1572532018_64c030c974.jpg', '279728508_6bd7281f3c.jpg']"
flickr_shorts_3187492926_8aa85f80c6_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2228022180_9597b2a458.jpg', '979383193_0a542a059d.jpg', '2473738924_eca928d12f.jpg', '2445283938_ff477c7952.jpg', '1220401002_3f44b1f3f7.jpg', '2208067635_39a03834ca.jpg', '1446053356_a924b4893f.jpg', '3737539561_d1dc161040.jpg', '2274992140_bb9e868bb8.jpg', '2373234213_4ebe9c4ee5.jpg']"
flickr_shorts_3256275785_9c3af57576_0,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","['3238951136_2a99f1a1a8.jpg', '3737539561_d1dc161040.jpg', '2064790732_219e52e19c.jpg', '1220401002_3f44b1f3f7.jpg', '2505988632_9541f15583.jpg', '2021613437_d99731f986.jpg', '311146855_0b65fdb169.jpg', '2228022180_9597b2a458.jpg', '1317292658_ba29330a0b.jpg', '3430607596_7e4f74e3ff.jpg']"
flickr_shorts_3358682439_be4b83544c_0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['2228022180_9597b2a458.jpg', '2064790732_219e52e19c.jpg', '2844018783_524b08e5aa.jpg', '2274992140_bb9e868bb8.jpg', '3430607596_7e4f74e3ff.jpg', '2021613437_d99731f986.jpg', '2521770311_3086ca90de.jpg', '2587818583_4aa8e7b174.jpg', '3737539561_d1dc161040.jpg', '979383193_0a542a059d.jpg']"
flickr_shorts_3359551687_68f2f0212a_3,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1]","['311146855_0b65fdb169.jpg', '2021613437_d99731f986.jpg', '3027397797_4f1d305ced.jpg', '3154641421_d1b9b8c24c.jpg', '2518508760_68d8df7365.jpg', '2505988632_9541f15583.jpg', '2698666984_13e17236ae.jpg', '3053743109_a2d780c0d2.jpg', '2289068031_fe26990183.jpg', '2682382530_f9f8fd1e89.jpg']"
flickr_shorts_3360930596_1e75164ce6_2,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","['311146855_0b65fdb169.jpg', '2698666984_13e17236ae.jpg', '2505988632_9541f15583.jpg', '3589367895_5d3729e3ea.jpg', '3568197730_a071d7595b.jpg', '2289068031_fe26990183.jpg', '2581066814_179d28f306.jpg', '3053743109_a2d780c0d2.jpg', '3027397797_4f1d305ced.jpg', '2064790732_219e52e19c.jpg']"
flickr_shorts_3360930596_1e75164ce6_3,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 1]","['3430607596_7e4f74e3ff.jpg', '3413571342_b9855795e2.jpg', '3238951136_2a99f1a1a8.jpg', '1404832008_68e432665b.jpg', '2718024196_3ff660416a.jpg', '1317292658_ba29330a0b.jpg', '2698666984_13e17236ae.jpg', '3187492926_8aa85f80c6.jpg', '3052196390_c59dd24ca8.jpg', '241031254_0c6f30e3d1.jpg']"
flickr_shorts_3413571342_b9855795e2_0,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","['3238951136_2a99f1a1a8.jpg', '3027397797_4f1d305ced.jpg', '2698666984_13e17236ae.jpg', '2505988632_9541f15583.jpg', '2021613437_d99731f986.jpg', '2064790732_219e52e19c.jpg', '311146855_0b65fdb169.jpg', '279728508_6bd7281f3c.jpg', '1174629344_a2e1a2bdbf.jpg', '2247889670_413db8094b.jpg']"
flickr_shorts_3430607596_7e4f74e3ff_3,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0]","['3238951136_2a99f1a1a8.jpg', '3027397797_4f1d305ced.jpg', '241031254_0c6f30e3d1.jpg', '2021613437_d99731f986.jpg', '2682382530_f9f8fd1e89.jpg', '143688283_a96ded20f1.jpg', '1348304997_afe60a61df.jpg', '279728508_6bd7281f3c.jpg', '2707873672_15e6b5d54b.jpg', '1404832008_68e432665b.jpg']"
flickr_shorts_3430607596_7e4f74e3ff_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3589367895_5d3729e3ea.jpg', '2289068031_fe26990183.jpg', '2518508760_68d8df7365.jpg', '311146855_0b65fdb169.jpg', '302983277_69a4e732e4.jpg', '3568197730_a071d7595b.jpg', '2830869109_c4e403eae6.jpg', '2689001252_e0016c89f0.jpg', '3585598356_8ce815bbb9.jpg', '2698666984_13e17236ae.jpg']"
flickr_shorts_3497224764_6e17544e0d_0,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]","['3238951136_2a99f1a1a8.jpg', '2698666984_13e17236ae.jpg', '3052196390_c59dd24ca8.jpg', '311146855_0b65fdb169.jpg', '2021613437_d99731f986.jpg', '3027397797_4f1d305ced.jpg', '241031254_0c6f30e3d1.jpg', '1404832008_68e432665b.jpg', '2064790732_219e52e19c.jpg', '3430607596_7e4f74e3ff.jpg']"
flickr_shorts_3544793763_b38546a5e8_1,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]","['311146855_0b65fdb169.jpg', '2505988632_9541f15583.jpg', '2021613437_d99731f986.jpg', '3238951136_2a99f1a1a8.jpg', '1352410176_af6b139734.jpg', '3482062809_3b694322c4.jpg', '1427391496_ea512cbe7f.jpg', '279728508_6bd7281f3c.jpg', '2559921948_06af25d566.jpg', '2533642917_a5eace85e6.jpg']"
flickr_shorts_3544793763_b38546a5e8_1_1,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 1]","['2505988632_9541f15583.jpg', '311146855_0b65fdb169.jpg', '2021613437_d99731f986.jpg', '3238951136_2a99f1a1a8.jpg', '2501595799_6316001e89.jpg', '2228022180_9597b2a458.jpg', '2844018783_524b08e5aa.jpg', '917574521_74fab68514.jpg', '279728508_6bd7281f3c.jpg', '3430607596_7e4f74e3ff.jpg']"
flickr_shorts_3544793763_b38546a5e8_2,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0]","['3238951136_2a99f1a1a8.jpg', '2505988632_9541f15583.jpg', '311146855_0b65fdb169.jpg', '2064790732_219e52e19c.jpg', '279728508_6bd7281f3c.jpg', '3027397797_4f1d305ced.jpg', '2021613437_d99731f986.jpg', '3430607596_7e4f74e3ff.jpg', '2698666984_13e17236ae.jpg', '1317292658_ba29330a0b.jpg']"
flickr_shorts_3544793763_b38546a5e8_2_1,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 0]","['3238951136_2a99f1a1a8.jpg', '311146855_0b65fdb169.jpg', '2505988632_9541f15583.jpg', '279728508_6bd7281f3c.jpg', '2021613437_d99731f986.jpg', '2698666984_13e17236ae.jpg', '2533642917_a5eace85e6.jpg', '2064790732_219e52e19c.jpg', '3027397797_4f1d305ced.jpg', '3568197730_a071d7595b.jpg']"
flickr_shorts_3677318686_b018862bb7_2,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 1]","['3238951136_2a99f1a1a8.jpg', '241031254_0c6f30e3d1.jpg', '3027397797_4f1d305ced.jpg', '2021613437_d99731f986.jpg', '2698666984_13e17236ae.jpg', '2064790732_219e52e19c.jpg', '311146855_0b65fdb169.jpg', '1317292658_ba29330a0b.jpg', '3430607596_7e4f74e3ff.jpg', '127490019_7c5c08cb11.jpg']"
flickr_shorts_3745451546_fc8ec70cbd_4,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]","['3238951136_2a99f1a1a8.jpg', '241031254_0c6f30e3d1.jpg', '3052196390_c59dd24ca8.jpg', '1317292658_ba29330a0b.jpg', '2064790732_219e52e19c.jpg', '1220401002_3f44b1f3f7.jpg', '311146855_0b65fdb169.jpg', '3027397797_4f1d305ced.jpg', '2707873672_15e6b5d54b.jpg', '3430607596_7e4f74e3ff.jpg']"
flickr_snow_113678030_87a6a6e42e_2,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","['2398605966_1d0c9e6a20.jpg', '2194494220_bb2178832c.jpg', '2140182410_8e2a06fbda.jpg', '2148916767_644ea6a7fa.jpg', '2285570521_05015cbf4b.jpg', '3255482333_5bcee79f7e.jpg', '3359530430_249f51972c.jpg', '2340206885_58754a799a.jpg', '113678030_87a6a6e42e.jpg', '2301525531_edde12d673.jpg']"
flickr_snow_113678030_87a6a6e42e_2_1,"[1, 1, 1, 1, 1, 1, 0, 0, 1, 1]","['2194494220_bb2178832c.jpg', '2140182410_8e2a06fbda.jpg', '2398605966_1d0c9e6a20.jpg', '2285570521_05015cbf4b.jpg', '3255482333_5bcee79f7e.jpg', '2148916767_644ea6a7fa.jpg', '3359530430_249f51972c.jpg', '3301859683_2d5e4b40a3.jpg', '3139876823_859c7d7c23.jpg', '2340206885_58754a799a.jpg']"
flickr_snow_115684808_cb01227802_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2194286203_5dc620006a.jpg', '979383193_0a542a059d.jpg', '2295216243_0712928988.jpg', '2228022180_9597b2a458.jpg', '2683963310_20dcd5e566.jpg', '1387785218_cee67735f5.jpg', '3737539561_d1dc161040.jpg', '2445283938_ff477c7952.jpg', '2274992140_bb9e868bb8.jpg', '2370481277_a3085614c9.jpg']"
flickr_snow_115684808_cb01227802_4,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","['2194494220_bb2178832c.jpg', '2285570521_05015cbf4b.jpg', '2140182410_8e2a06fbda.jpg', '3255482333_5bcee79f7e.jpg', '3301859683_2d5e4b40a3.jpg', '2398605966_1d0c9e6a20.jpg', '2148916767_644ea6a7fa.jpg', '113678030_87a6a6e42e.jpg', '1472882567_33dc14c8b6.jpg', '3359530430_249f51972c.jpg']"
flickr_snow_1287073593_f3d2a62455_3,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 0]","['2140182410_8e2a06fbda.jpg', '2194494220_bb2178832c.jpg', '2398605966_1d0c9e6a20.jpg', '3255482333_5bcee79f7e.jpg', '2148916767_644ea6a7fa.jpg', '3301859683_2d5e4b40a3.jpg', '2285570521_05015cbf4b.jpg', '3359530430_249f51972c.jpg', '2374652725_32f90fa15c.jpg', '2086513494_dbbcb583e7.jpg']"
flickr_snow_1472882567_33dc14c8b6_2,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 0]","['2194494220_bb2178832c.jpg', '1472882567_33dc14c8b6.jpg', '2285570521_05015cbf4b.jpg', '3301811927_a2797339e5.jpg', '3301859683_2d5e4b40a3.jpg', '1287073593_f3d2a62455.jpg', '3255482333_5bcee79f7e.jpg', '2140182410_8e2a06fbda.jpg', '113678030_87a6a6e42e.jpg', '2396025708_e4a72e2558.jpg']"
flickr_snow_1472882567_33dc14c8b6_3,"[1, 1, 1, 1, 1, 1, 0, 0, 1, 1]","['2194494220_bb2178832c.jpg', '2285570521_05015cbf4b.jpg', '2398605966_1d0c9e6a20.jpg', '2140182410_8e2a06fbda.jpg', '3255482333_5bcee79f7e.jpg', '2148916767_644ea6a7fa.jpg', '3359530430_249f51972c.jpg', '3301859683_2d5e4b40a3.jpg', '3364026240_645d533fda.jpg', '113678030_87a6a6e42e.jpg']"
flickr_snow_1472882567_33dc14c8b6_4,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]","['2285570521_05015cbf4b.jpg', '2194494220_bb2178832c.jpg', '3255482333_5bcee79f7e.jpg', '2398605966_1d0c9e6a20.jpg', '3359530430_249f51972c.jpg', '2140182410_8e2a06fbda.jpg', '2148916767_644ea6a7fa.jpg', '3364026240_645d533fda.jpg', '3301859683_2d5e4b40a3.jpg', '3139876823_859c7d7c23.jpg']"
flickr_snow_1584315962_5b0b45d02d_1,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1]","['113678030_87a6a6e42e.jpg', '2285570521_05015cbf4b.jpg', '2140182410_8e2a06fbda.jpg', '3255482333_5bcee79f7e.jpg', '2398605966_1d0c9e6a20.jpg', '2194494220_bb2178832c.jpg', '3359530430_249f51972c.jpg', '223299142_521aedf9e7.jpg', '2183227136_8bb657846b.jpg', '1472882567_33dc14c8b6.jpg']"
flickr_snow_1714316707_8bbaa2a2ba_0,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 0]","['3255482333_5bcee79f7e.jpg', '2285570521_05015cbf4b.jpg', '3359530430_249f51972c.jpg', '2194494220_bb2178832c.jpg', '3364026240_645d533fda.jpg', '3301859683_2d5e4b40a3.jpg', '2140182410_8e2a06fbda.jpg', '1472882567_33dc14c8b6.jpg', '113678030_87a6a6e42e.jpg', '3745451546_fc8ec70cbd.jpg']"
flickr_snow_1714316707_8bbaa2a2ba_1,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]","['2285570521_05015cbf4b.jpg', '2194494220_bb2178832c.jpg', '3255482333_5bcee79f7e.jpg', '3364026240_645d533fda.jpg', '3359530430_249f51972c.jpg', '2398605966_1d0c9e6a20.jpg', '2140182410_8e2a06fbda.jpg', '1472882567_33dc14c8b6.jpg', '3301859683_2d5e4b40a3.jpg', '2148916767_644ea6a7fa.jpg']"
flickr_snow_1714316707_8bbaa2a2ba_2,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 1]","['2194494220_bb2178832c.jpg', '3301859683_2d5e4b40a3.jpg', '2285570521_05015cbf4b.jpg', '3255482333_5bcee79f7e.jpg', '3139876823_859c7d7c23.jpg', '3359530430_249f51972c.jpg', '2140182410_8e2a06fbda.jpg', '1472882567_33dc14c8b6.jpg', '3364026240_645d533fda.jpg', '2398605966_1d0c9e6a20.jpg']"
flickr_snow_1714316707_8bbaa2a2ba_3,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]","['2194494220_bb2178832c.jpg', '2285570521_05015cbf4b.jpg', '3255482333_5bcee79f7e.jpg', '3359530430_249f51972c.jpg', '2398605966_1d0c9e6a20.jpg', '2140182410_8e2a06fbda.jpg', '2148916767_644ea6a7fa.jpg', '3364026240_645d533fda.jpg', '2317714088_bcd081f926.jpg', '3301859683_2d5e4b40a3.jpg']"
flickr_snow_1714316707_8bbaa2a2ba_4,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","['2194494220_bb2178832c.jpg', '2285570521_05015cbf4b.jpg', '3359530430_249f51972c.jpg', '113678030_87a6a6e42e.jpg', '1472882567_33dc14c8b6.jpg', '3255482333_5bcee79f7e.jpg', '2317714088_bcd081f926.jpg', '2148916767_644ea6a7fa.jpg', '2398605966_1d0c9e6a20.jpg', '2301525531_edde12d673.jpg']"
flickr_snow_1714316707_8bbaa2a2ba_4_1,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 1]","['2194494220_bb2178832c.jpg', '2285570521_05015cbf4b.jpg', '3301859683_2d5e4b40a3.jpg', '2140182410_8e2a06fbda.jpg', '3255482333_5bcee79f7e.jpg', '3359530430_249f51972c.jpg', '2148916767_644ea6a7fa.jpg', '2317714088_bcd081f926.jpg', '1472882567_33dc14c8b6.jpg', '2398605966_1d0c9e6a20.jpg']"
flickr_snow_2073105823_6dacade004_4,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 1]","['2285570521_05015cbf4b.jpg', '3301859683_2d5e4b40a3.jpg', '3255482333_5bcee79f7e.jpg', '2194494220_bb2178832c.jpg', '3139876823_859c7d7c23.jpg', '3359530430_249f51972c.jpg', '1472882567_33dc14c8b6.jpg', '3364026240_645d533fda.jpg', '2317714088_bcd081f926.jpg', '1584315962_5b0b45d02d.jpg']"
flickr_snow_2073105823_6dacade004_4_1,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 1]","['3255482333_5bcee79f7e.jpg', '2140182410_8e2a06fbda.jpg', '2285570521_05015cbf4b.jpg', '3364026240_645d533fda.jpg', '3359530430_249f51972c.jpg', '2194494220_bb2178832c.jpg', '2398605966_1d0c9e6a20.jpg', '3745451546_fc8ec70cbd.jpg', '113678030_87a6a6e42e.jpg', '1584315962_5b0b45d02d.jpg']"
flickr_snow_2100816230_ff866fb352_2,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","['2285570521_05015cbf4b.jpg', '3255482333_5bcee79f7e.jpg', '2194494220_bb2178832c.jpg', '2398605966_1d0c9e6a20.jpg', '2140182410_8e2a06fbda.jpg', '3364026240_645d533fda.jpg', '2148916767_644ea6a7fa.jpg', '3359530430_249f51972c.jpg', '113678030_87a6a6e42e.jpg', '3745451546_fc8ec70cbd.jpg']"
flickr_snow_2100816230_ff866fb352_3,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 1]","['2194494220_bb2178832c.jpg', '2285570521_05015cbf4b.jpg', '3255482333_5bcee79f7e.jpg', '3301859683_2d5e4b40a3.jpg', '2140182410_8e2a06fbda.jpg', '3139876823_859c7d7c23.jpg', '3359530430_249f51972c.jpg', '3364026240_645d533fda.jpg', '1472882567_33dc14c8b6.jpg', '2148916767_644ea6a7fa.jpg']"
flickr_snow_2124040721_bffc0a091a_4,"[1, 1, 1, 1, 1, 1, 0, 1, 0, 0]","['3255482333_5bcee79f7e.jpg', '2194494220_bb2178832c.jpg', '2140182410_8e2a06fbda.jpg', '2398605966_1d0c9e6a20.jpg', '2285570521_05015cbf4b.jpg', '2148916767_644ea6a7fa.jpg', '3359530430_249f51972c.jpg', '3364026240_645d533fda.jpg', '3301859683_2d5e4b40a3.jpg', '3745451546_fc8ec70cbd.jpg']"
flickr_snow_2140182410_8e2a06fbda_0,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","['2194494220_bb2178832c.jpg', '3255482333_5bcee79f7e.jpg', '2285570521_05015cbf4b.jpg', '2140182410_8e2a06fbda.jpg', '2398605966_1d0c9e6a20.jpg', '2148916767_644ea6a7fa.jpg', '3364026240_645d533fda.jpg', '3359530430_249f51972c.jpg', '113678030_87a6a6e42e.jpg', '3745451546_fc8ec70cbd.jpg']"
flickr_snow_2140182410_8e2a06fbda_1,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 1]","['2285570521_05015cbf4b.jpg', '2194494220_bb2178832c.jpg', '3255482333_5bcee79f7e.jpg', '3359530430_249f51972c.jpg', '3301859683_2d5e4b40a3.jpg', '1472882567_33dc14c8b6.jpg', '113678030_87a6a6e42e.jpg', '3139876823_859c7d7c23.jpg', '2140182410_8e2a06fbda.jpg', '3364026240_645d533fda.jpg']"
flickr_snow_2140182410_8e2a06fbda_2,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 1]","['2194494220_bb2178832c.jpg', '2398605966_1d0c9e6a20.jpg', '2140182410_8e2a06fbda.jpg', '2285570521_05015cbf4b.jpg', '3255482333_5bcee79f7e.jpg', '3301859683_2d5e4b40a3.jpg', '2148916767_644ea6a7fa.jpg', '3359530430_249f51972c.jpg', '3139876823_859c7d7c23.jpg', '113678030_87a6a6e42e.jpg']"
flickr_snow_2140182410_8e2a06fbda_3,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]","['2194494220_bb2178832c.jpg', '2285570521_05015cbf4b.jpg', '3255482333_5bcee79f7e.jpg', '2140182410_8e2a06fbda.jpg', '2398605966_1d0c9e6a20.jpg', '3359530430_249f51972c.jpg', '2148916767_644ea6a7fa.jpg', '113678030_87a6a6e42e.jpg', '3364026240_645d533fda.jpg', '3301859683_2d5e4b40a3.jpg']"
flickr_snow_2140182410_8e2a06fbda_4,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]","['2140182410_8e2a06fbda.jpg', '2194494220_bb2178832c.jpg', '2285570521_05015cbf4b.jpg', '3255482333_5bcee79f7e.jpg', '2398605966_1d0c9e6a20.jpg', '2148916767_644ea6a7fa.jpg', '113678030_87a6a6e42e.jpg', '3359530430_249f51972c.jpg', '3301859683_2d5e4b40a3.jpg', '3364026240_645d533fda.jpg']"
flickr_snow_2148916767_644ea6a7fa_0,"[1, 1, 0, 1, 1, 0, 1, 0, 0, 1]","['3255482333_5bcee79f7e.jpg', '2285570521_05015cbf4b.jpg', '3359530430_249f51972c.jpg', '3364026240_645d533fda.jpg', '2194494220_bb2178832c.jpg', '3301859683_2d5e4b40a3.jpg', '2140182410_8e2a06fbda.jpg', '3745451546_fc8ec70cbd.jpg', '3429956016_3c7e3096c2.jpg', '113678030_87a6a6e42e.jpg']"
flickr_snow_2148916767_644ea6a7fa_1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['2339106348_2df90aa6a9.jpg', '3080056515_3013830309.jpg', '2943023421_e297f05e11.jpg', '2914206497_5e36ac6324.jpg', '3589895574_ee08207d26.jpg', '3208074567_ac44aeb3f3.jpg', '3116769029_f5a76f04ba.jpg', '2140182410_8e2a06fbda.jpg', '3121521593_18f0ec14f7.jpg', '2666179615_f05a9d8331.jpg']"
flickr_snow_2148916767_644ea6a7fa_3,"[1, 1, 1, 1, 1, 0, 0, 1, 1, 0]","['2194494220_bb2178832c.jpg', '2140182410_8e2a06fbda.jpg', '3255482333_5bcee79f7e.jpg', '2398605966_1d0c9e6a20.jpg', '2285570521_05015cbf4b.jpg', '3301859683_2d5e4b40a3.jpg', '3359530430_249f51972c.jpg', '2148916767_644ea6a7fa.jpg', '2374652725_32f90fa15c.jpg', '2309860995_c2e2a0feeb.jpg']"
flickr_snow_2148916767_644ea6a7fa_4,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","['2194494220_bb2178832c.jpg', '2285570521_05015cbf4b.jpg', '3255482333_5bcee79f7e.jpg', '3359530430_249f51972c.jpg', '113678030_87a6a6e42e.jpg', '2140182410_8e2a06fbda.jpg', '115684808_cb01227802.jpg', '1472882567_33dc14c8b6.jpg', '2317714088_bcd081f926.jpg', '3139876823_859c7d7c23.jpg']"
flickr_snow_2194494220_bb2178832c_4,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]","['2194494220_bb2178832c.jpg', '2285570521_05015cbf4b.jpg', '2140182410_8e2a06fbda.jpg', '2398605966_1d0c9e6a20.jpg', '3255482333_5bcee79f7e.jpg', '2148916767_644ea6a7fa.jpg', '3359530430_249f51972c.jpg', '113678030_87a6a6e42e.jpg', '2317714088_bcd081f926.jpg', '3301859683_2d5e4b40a3.jpg']"
flickr_snow_2215136723_960edfea49_1,"[1, 1, 1, 1, 1, 1, 0, 0, 1, 1]","['2194494220_bb2178832c.jpg', '2140182410_8e2a06fbda.jpg', '3255482333_5bcee79f7e.jpg', '2285570521_05015cbf4b.jpg', '113678030_87a6a6e42e.jpg', '2398605966_1d0c9e6a20.jpg', '3359530430_249f51972c.jpg', '3301859683_2d5e4b40a3.jpg', '1472882567_33dc14c8b6.jpg', '2374652725_32f90fa15c.jpg']"
flickr_snow_2215136723_960edfea49_2,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]","['2398605966_1d0c9e6a20.jpg', '2140182410_8e2a06fbda.jpg', '2194494220_bb2178832c.jpg', '2148916767_644ea6a7fa.jpg', '3255482333_5bcee79f7e.jpg', '3359530430_249f51972c.jpg', '2285570521_05015cbf4b.jpg', '113678030_87a6a6e42e.jpg', '2317714088_bcd081f926.jpg', '3301859683_2d5e4b40a3.jpg']"
flickr_snow_2215136723_960edfea49_4,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","['2398605966_1d0c9e6a20.jpg', '2194494220_bb2178832c.jpg', '3255482333_5bcee79f7e.jpg', '2140182410_8e2a06fbda.jpg', '3359530430_249f51972c.jpg', '2285570521_05015cbf4b.jpg', '2148916767_644ea6a7fa.jpg', '113678030_87a6a6e42e.jpg', '2317714088_bcd081f926.jpg', '3301859683_2d5e4b40a3.jpg']"
flickr_snow_2285570521_05015cbf4b_0,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 1]","['2140182410_8e2a06fbda.jpg', '3255482333_5bcee79f7e.jpg', '2194494220_bb2178832c.jpg', '3301859683_2d5e4b40a3.jpg', '2285570521_05015cbf4b.jpg', '2148916767_644ea6a7fa.jpg', '3359530430_249f51972c.jpg', '3364026240_645d533fda.jpg', '2398605966_1d0c9e6a20.jpg', '3139876823_859c7d7c23.jpg']"
flickr_snow_2285570521_05015cbf4b_2,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1]","['2194494220_bb2178832c.jpg', '2140182410_8e2a06fbda.jpg', '2285570521_05015cbf4b.jpg', '3255482333_5bcee79f7e.jpg', '3301859683_2d5e4b40a3.jpg', '2398605966_1d0c9e6a20.jpg', '3359530430_249f51972c.jpg', '3139876823_859c7d7c23.jpg', '2148916767_644ea6a7fa.jpg', '3364026240_645d533fda.jpg']"
flickr_snow_2301525531_edde12d673_0,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]","['2194494220_bb2178832c.jpg', '2398605966_1d0c9e6a20.jpg', '2285570521_05015cbf4b.jpg', '3255482333_5bcee79f7e.jpg', '2148916767_644ea6a7fa.jpg', '2140182410_8e2a06fbda.jpg', '2340206885_58754a799a.jpg', '3359530430_249f51972c.jpg', '3301859683_2d5e4b40a3.jpg', '1472882567_33dc14c8b6.jpg']"
flickr_snow_2301525531_edde12d673_2,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 1]","['2285570521_05015cbf4b.jpg', '3255482333_5bcee79f7e.jpg', '2140182410_8e2a06fbda.jpg', '3359530430_249f51972c.jpg', '2398605966_1d0c9e6a20.jpg', '223299142_521aedf9e7.jpg', '2194494220_bb2178832c.jpg', '2317714088_bcd081f926.jpg', '3745451546_fc8ec70cbd.jpg', '113678030_87a6a6e42e.jpg']"
flickr_snow_2301525531_edde12d673_3,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['3255482333_5bcee79f7e.jpg', '2666179615_f05a9d8331.jpg', '2140182410_8e2a06fbda.jpg', '2718495608_d8533e3ac5.jpg', '3364026240_645d533fda.jpg', '3116769029_f5a76f04ba.jpg', '2339106348_2df90aa6a9.jpg', '2204550058_2707d92338.jpg', '3627011534_485f667b10.jpg', '3080056515_3013830309.jpg']"
flickr_snow_2301525531_edde12d673_4,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 1]","['2140182410_8e2a06fbda.jpg', '2194494220_bb2178832c.jpg', '3255482333_5bcee79f7e.jpg', '2285570521_05015cbf4b.jpg', '3359530430_249f51972c.jpg', '2398605966_1d0c9e6a20.jpg', '2148916767_644ea6a7fa.jpg', '3301859683_2d5e4b40a3.jpg', '113678030_87a6a6e42e.jpg', '2374652725_32f90fa15c.jpg']"
